id,firstName,lastName,gender,dateOfBirth,yearArrivedInUS,countryOfBirth,citizenship,languageSpokenAtHome,priorEducation,basisForAdmission,enrollmentYear,programCompleted,completionYear,fieldOfEducation,sat,toefl,gmat,gre,graduateLevel,gpa,typeOfAttendence,modeOfAttendance,tempAddress,permanentAddress,equity,course
325,Prithvijaj,Bhojwani,Male,9/24/1993,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Business,N/A,120,710,N/A,Postgraduate,3.3,Full-time,multi-modal,"0 Becker Plaza, Pittsburgh, PA","0 Becker Plaza, Pittsburgh, PA",N/A,M.A. in Professional Writing
326,Prabhat,Pednekar,Male,5/5/1991,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Engineering,2060,112,N/A,331,Undergraduate,3.1,Full-time,internal,"6 Center Way, Pittsburgh, PA","6 Center Way, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
327,Daivya ,Bhowmick,Male,4/4/1989,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2014,Science,2310,93,N/A,340,Undergraduate,3,Full-time,internal,"5 Di Loreto Road, Pittsburgh, PA","5 Di Loreto Road, Pittsburgh, PA",N/A,B.S. in Computer Science
328,Adhikara ,Tandon,Male,8/19/1986,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Engineering,2310,110,N/A,339,Undergraduate,3.9,Full-time,internal,"417 Welch Point, Pittsburgh, PA","417 Welch Point, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
329,Purandar ,Nadkarni,Male,2/22/1990,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2014,Science,N/A,102,N/A,335,Postgraduate,3.5,Full-time,internal,"49876 Forster Hill, Pittsburgh, PA","49876 Forster Hill, Pittsburgh, PA",N/A,Combinatorics and Optimization
330,Bani,Kakkar,Female,7/8/1994,2009,India,India,Indian,Bachelor,Skills,2011,Completed,2013,Engineering,2140,113,N/A,332,Undergraduate,3.5,Full-time,internal,"878 Manley Pass, Pittsburgh, PA","878 Manley Pass, Pittsburgh, PA",Low-income,B.S. in Music and Technology
331,Angada,Baghel,Male,12/3/1989,2011,India,India,Indian,Master,Industrial Experiences,2011,Completed,2015,Science,N/A,113,N/A,325,Postgraduate,3.6,Full-time,internal,"699 Bellgrove Trail, Pittsburgh, PA","699 Bellgrove Trail, Pittsburgh, PA",N/A,M.S. in Information Networking
332,Pritilata,Badgujar,Female,12/30/1985,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Science,N/A,107,N/A,327,Postgraduate,4.1,Full-time,internal,"499 Darwin Alley, Pittsburgh, PA","499 Darwin Alley, Pittsburgh, PA",N/A,M.S. in Algorithms
333,Vanani,Kalawar,Female,8/15/1989,2008,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,N/A,120,N/A,328,Postgraduate,3.7,Full-time,internal,"28 Westend Drive, Pittsburgh, PA","28 Westend Drive, Pittsburgh, PA",N/A,M.S. in Computational Design and Manufacturing
334,Gandhar,Waghray,Male,2/19/1990,2010,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2012,Science,N/A,116,N/A,336,Postgraduate,3.8,Full-time,internal,"0906 Springs Terrace, Pittsburgh, PA","0906 Springs Terrace, Pittsburgh, PA",N/A,M. of Software Engineering
335,Bani,Omkareshwar,Female,5/12/1990,2011,India,India,Indian,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,2180,108,N/A,335,Undergraduate,3.8,Full-time,internal,"61278 Daystar Way, Pittsburgh, PA","61278 Daystar Way, Pittsburgh, PA",N/A,B.S. in Music and Technology
336,Avikshit ,Jena,Male,7/17/1985,2007,India,India,Indian,Master,Academic excellence,2010,Completed,2014,Science,N/A,110,N/A,331,Postgraduate,3.6,Full-time,internal,"1 Swallow Pass, Pittsburgh, PA","1 Swallow Pass, Pittsburgh, PA",N/A,M.S. in Information Security Technology and Management
337,Tarunima,Das,Female,7/6/1985,2010,India,India,Indian,Bachelor,Skills,2010,Completed,2014,Business,2100,101,710,N/A,Undergraduate,4,Full-time,internal,"9 Thackeray Circle, Pittsburgh, PA","9 Thackeray Circle, Pittsburgh, PA",N/A,B.A. in English
338,Navaneet ,Bhargav,Male,4/28/1985,2011,India,India,Indian,Bachelor,Skills,2011,Completed,2015,Engineering,2330,102,N/A,337,Undergraduate,3.2,Full-time,internal,"8299 Daystar Terrace, Pittsburgh, PA","8299 Daystar Terrace, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
339,Govinda ,Chary,Male,3/8/1991,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2012,Engineering,2060,109,N/A,335,Undergraduate,3.3,Full-time,internal,"81 Di Loreto Pass, Pittsburgh, PA","81 Di Loreto Pass, Pittsburgh, PA",N/A,B.S. in Civil Engineering
340,Khadim ,Nelluri,Male,3/1/1991,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2012,Engineering,2350,106,N/A,333,Undergraduate,3.6,Full-time,internal,"9 Northwestern Place, Pittsburgh, PA","9 Northwestern Place, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
341,Inkurali,Rastogi,Female,3/15/1987,2010,India,India,Indian,Master,Others,2010,Completed,2012,Business,2230,106,680,N/A,Undergraduate,3.5,Full-time,internal,"04 Green Ridge Junction, Pittsburgh, PA","04 Green Ridge Junction, Pittsburgh, PA",N/A,B.A. in English
342,Sangita,Zende,Female,3/27/1993,2007,India,India,Indian,Bachelor,Awards,2011,Completed,2015,Business,2060,120,750,N/A,Undergraduate,4.1,Full-time,internal,"41257 Columbus Center, Pittsburgh, PA","41257 Columbus Center, Pittsburgh, PA",N/A,B.S. in Statistics
343,Sudha,Raheja,Female,6/17/1985,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Science,N/A,102,N/A,332,Postgraduate,3.3,Full-time,internal,"23499 Anthes Avenue, Pittsburgh, PA","23499 Anthes Avenue, Pittsburgh, PA",N/A,Combinatorics and Optimization
344,Champamalini,Dharmadhikari,Female,10/13/1994,2011,India,India,Indian,Bachelor,Skills,2011,Completed,2013,Science,N/A,111,N/A,334,Postgraduate,3.1,Full-time,internal,"3 Maryland Road, Pittsburgh, PA","3 Maryland Road, Pittsburgh, PA",N/A,M.S. in Information Technology
345,Amitabha,Amladi,Male,8/12/1991,2010,India,India,Indian,Bachelor,Academic excellence,2010,Completed,2012,Engineering,N/A,105,N/A,325,Postgraduate,3.5,Full-time,internal,"3120 Moose Street, Pittsburgh, PA","3120 Moose Street, Pittsburgh, PA",N/A,M.S. in Civil and Environmental Engineering
346,Yamuna,Mulki,Female,5/28/1989,2011,India,India,Indian,Bachelor,Others,2011,Completed,2015,Science,2250,103,N/A,336,Undergraduate,3.8,Full-time,internal,"66564 Kipling Court, Pittsburgh, PA","66564 Kipling Court, Pittsburgh, PA",N/A,B.S. in Music and Technology
347,Yamya,Mohanty,Female,9/7/1985,2010,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2014,Engineering,N/A,105,N/A,328,Postgraduate,4,Full-time,internal,"9 Oakridge Hill, Pittsburgh, PA","9 Oakridge Hill, Pittsburgh, PA",N/A,M.S. in Advanced Infrastructure Systems
348,Yashawanthi ,Anand,Female,11/27/1994,2006,India,India,Indian,Master,GMAT/GRE,2010,Completed,2012,Science,N/A,102,N/A,332,Postgraduate,3.5,Full-time,internal,"5 Mesta Crossing, Pittsburgh, PA","5 Mesta Crossing, Pittsburgh, PA",N/A,M.S. in Pure and Applied Logic
349,Bhagirat,Kankariya,Male,11/11/1989,2010,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2014,Engineering,2110,106,N/A,331,Undergraduate,3.3,Full-time,internal,"971 Blackbird Lane, Pittsburgh, PA","971 Blackbird Lane, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
350,Yashila,Chandok,Female,1/2/1991,2009,India,India,Indian,Bachelor,Skills,2011,Completed,2013,Science,N/A,104,N/A,334,Postgraduate,4.1,Full-time,internal,"64837 Donald Point, Pittsburgh, PA","64837 Donald Point, Pittsburgh, PA",N/A,M.S. in Pure and Applied Logic
351,Yashoda,Barua,Female,4/29/1994,2009,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2015,Science,N/A,113,N/A,336,Postgraduate,3.3,Full-time,internal,"84 Quincy Circle, Pittsburgh, PA","84 Quincy Circle, Pittsburgh, PA",N/A,M. of Software Engineering
352,Yogini,Wadhawan,Female,5/7/1993,2011,India,India,Indian,Bachelor,Others,2011,Completed,2015,Science,2290,99,N/A,332,Undergraduate,3.7,Full-time,internal,"1 Harbort Center, Pittsburgh, PA","1 Harbort Center, Pittsburgh, PA",N/A,B.S. in Biological Sciences
353,Yogita,Karnik,Female,11/24/1989,2010,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2014,Engineering,2330,104,N/A,333,Undergraduate,3.7,Full-time,internal,"575 Del Mar Crossing, Pittsburgh, PA","575 Del Mar Crossing, Pittsburgh, PA",N/A,B.S. in Civil Engineering
354,Shiromani ,Naudiyal,Male,2/27/1992,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Science,2210,109,N/A,340,Undergraduate,3.4,Full-time,internal,"2765 Arkansas Lane, Pittsburgh, PA","2765 Arkansas Lane, Pittsburgh, PA",N/A,B.S. in Computer Science
355,Madhavdas ,Sawant,Male,10/31/1994,2008,India,India,Indian,Bachelor,Awards,2011,Completed,2015,Engineering,2130,116,N/A,335,Undergraduate,3.5,Full-time,internal,"4954 Butterfield Park, Pittsburgh, PA","4954 Butterfield Park, Pittsburgh, PA",N/A,B.S. in Civil Engineering
356,Dhritiman ,Nigam,Male,5/13/1990,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2012,Science,2290,111,N/A,335,Undergraduate,3.1,Full-time,internal,"8436 Granby Way, Pittsburgh, PA","8436 Granby Way, Pittsburgh, PA",N/A,B.S. in Music and Technology
357,Apurva,Bhagwat,Male,9/17/1986,2010,India,India,Indian,Bachelor,Others,2010,Completed,2012,Science,N/A,119,N/A,332,Postgraduate,3.1,Full-time,internal,"721 Duke Hill, Pittsburgh, PA","721 Duke Hill, Pittsburgh, PA",N/A,M.S. in Music and Technology
358,Yosana,Raina,Female,12/26/1986,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2014,Science,N/A,97,N/A,330,Postgraduate,3.4,Full-time,internal,"52 School Alley, Pittsburgh, PA","52 School Alley, Pittsburgh, PA",N/A,M.S. in Pure and Applied Logic
359,Rathik,Pahwa,Male,11/29/1993,2011,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2013,Engineering,2300,112,N/A,327,Undergraduate,3.4,Full-time,multi-modal,"80 Jenna Plaza, Pittsburgh, PA","80 Jenna Plaza, Pittsburgh, PA",N/A,B.S. in Music and Technology
360,Yuktha,Malhotra,Female,2/15/1993,2010,India,India,Indian,Master,Industrial Experiences,2010,Completed,2014,Engineering,2050,100,N/A,331,Undergraduate,3.9,Full-time,internal,"3 Bluestem Parkway, Pittsburgh, PA","3 Bluestem Parkway, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
361,Yuthika,Chauhan,Female,4/8/1994,2011,India,India,Indian,Bachelor,Others,2011,Completed,2014,Science,N/A,101,N/A,334,Postgraduate,3.7,Full-time,internal,"2098 Russell Junction, Pittsburgh, PA","2098 Russell Junction, Pittsburgh, PA",N/A,M. of Software Engineering
362,Yuvika,Shishodia,Female,8/31/1986,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2014,Science,N/A,112,N/A,329,Postgraduate,4,Full-time,internal,"8 Blue Bill Park Junction, Pittsburgh, PA","8 Blue Bill Park Junction, Pittsburgh, PA",N/A,M.S. in Computer Science
363,Ankush ,Bandodkar,Male,10/23/1989,2010,India,India,Indian,Master,GMAT/GRE,2010,Completed,2014,Science,N/A,98,N/A,328,Postgraduate,3.2,Full-time,internal,"2 Havey Court, Pittsburgh, PA","2 Havey Court, Pittsburgh, PA",N/A,M.S. in Computer Science
364,Atmaja ,Dashmunshi,Male,10/3/1993,2006,India,India,Indian,Bachelor,Others,2010,Completed,2012,Science,N/A,114,N/A,327,Postgraduate,4.1,Full-time,internal,"50060 Briar Crest Center, Pittsburgh, PA","50060 Briar Crest Center, Pittsburgh, PA",N/A,M.S. in Language Technologies
365,Suchita,Iyer,Female,2/23/1987,2010,India,India,Indian,Bachelor,Others,2010,Completed,2014,Science,N/A,92,N/A,325,Postgraduate,3,Full-time,internal,"7331 Armistice Place, Pittsburgh, PA","7331 Armistice Place, Pittsburgh, PA",N/A,M. of Software Engineering
366,Shattesh ,Swarup,Male,3/4/1985,2011,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2310,102,N/A,326,Undergraduate,4.1,Full-time,internal,"365 Darwin Center, Pittsburgh, PA","365 Darwin Center, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
367,Satyaki ,Bhatti,Female,5/26/1990,2008,India,India,Indian,Master,GMAT/GRE,2011,Completed,2013,Engineering,N/A,119,N/A,335,Postgraduate,3.1,Full-time,internal,"620 Jenna Junction, Pittsburgh, PA","620 Jenna Junction, Pittsburgh, PA",N/A,M.S. in Civil and Environmental Engineering
368,Souren,Barot,Female,8/11/1991,2011,India,India,Indian,Bachelor,Awards,2011,Completed,2015,Engineering,N/A,117,N/A,325,Postgraduate,4,Full-time,internal,"87981 Memorial Avenue, Pittsburgh, PA","87981 Memorial Avenue, Pittsburgh, PA",N/A,M.S. in Computational Mechanics
369,Nishesh ,Batra,Male,11/5/1985,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Science,2230,105,N/A,334,Undergraduate,3.7,Full-time,internal,"34 Continental Road, Pittsburgh, PA","34 Continental Road, Pittsburgh, PA",Low-income,B.S. in Music and Technology
370,Girika,Parab,Female,11/19/1990,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Dropped,N/A,Engineering,2300,98,N/A,325,Undergraduate,2.6,Full-time,multi-modal,"3048 Forest Dale Circle, Pittsburgh, PA","3048 Forest Dale Circle, Pittsburgh, PA",N/A,B.S. in Music and Technology
371,Lata,Wagle,Female,11/19/1987,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2012,Business,N/A,117,770,N/A,Postgraduate,3.4,Full-time,internal,"142 Eagle Crest Point, Pittsburgh, PA","142 Eagle Crest Point, Pittsburgh, PA",N/A,M.A. in Rhetoric
372,Harmya,Hirlekar,Female,7/16/1989,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Business,2050,115,750,N/A,Undergraduate,3.9,Full-time,internal,"2728 Warrior Avenue, Pittsburgh, PA","2728 Warrior Avenue, Pittsburgh, PA",N/A,B.S. in Economics
373,Nakshatra ,Palande,Male,3/26/1993,2007,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2190,110,N/A,326,Undergraduate,3.6,Full-time,internal,"565 Mcbride Pass, Pittsburgh, PA","565 Mcbride Pass, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
374,Shailesh,Purohit,Male,7/20/1986,2007,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2015,Science,2170,113,N/A,329,Undergraduate,4,Full-time,multi-modal,"17215 Bashford Drive, Pittsburgh, PA","17215 Bashford Drive, Pittsburgh, PA",N/A,B.S. in Biological Sciences
375,Gaurang,Zalpuri,Male,9/15/1985,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Science,2310,103,N/A,332,Undergraduate,3.3,Full-time,internal,"8 Arizona Alley, Pittsburgh, PA","8 Arizona Alley, Pittsburgh, PA",N/A,B.S. in Physics
376,Sheil,Malhan,Male,11/5/1992,2006,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2013,Science,N/A,99,N/A,328,Postgraduate,3.3,Full-time,internal,"637 Surrey Circle, Pittsburgh, PA","637 Surrey Circle, Pittsburgh, PA",N/A,M.S. in Information Security Technology and Management
377,Anandamayi,Verghese,Female,8/15/1991,2010,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2015,Science,2160,105,N/A,338,Undergraduate,3.8,Full-time,internal,"2 Fieldstone Hill, Pittsburgh, PA","2 Fieldstone Hill, Pittsburgh, PA",N/A,B.S. in Physics
378,Vinita,Dhaliwal,Female,6/8/1989,2010,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2012,Science,2120,104,N/A,325,Undergraduate,3.1,Full-time,internal,"32111 Hoepker Road, Pittsburgh, PA","32111 Hoepker Road, Pittsburgh, PA",N/A,B.S. in Computer Science
379,Subhadra,Lakhani,Female,4/24/1994,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2015,Business,2200,105,710,N/A,Undergraduate,3.3,Full-time,multi-modal,"13 3rd Hill, Pittsburgh, PA","13 3rd Hill, Pittsburgh, PA",N/A,B.A. in Economics
380,Sampat ,Bantwal,Male,2/14/1992,2009,India,India,Indian,Bachelor,Academic excellence,2010,Completed,2012,Business,2210,117,710,N/A,Undergraduate,3.9,Full-time,internal,"24 Randy Park, Pittsburgh, PA","24 Randy Park, Pittsburgh, PA",N/A,B.A. in Professional Writing
381,Tanuja,Malhan,Female,2/8/1993,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2012,Engineering,2150,99,N/A,336,Undergraduate,3.8,Full-time,multi-modal,"01 Amoth Hill, Pittsburgh, PA","01 Amoth Hill, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
382,Siddheshwari,Bajaj,Female,11/17/1988,2011,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2013,Science,N/A,98,N/A,327,Postgraduate,3.7,Full-time,internal,"9218 Dryden Plaza, Pittsburgh, PA","9218 Dryden Plaza, Pittsburgh, PA",N/A,M.S. in Computational Finance
383,Sharvani,Tendulkar,Female,3/5/1994,2011,India,India,Indian,Bachelor,Awards,2011,Completed,2013,Business,N/A,112,720,N/A,Postgraduate,3.7,Full-time,internal,"60075 Warrior Pass, Pittsburgh, PA","60075 Warrior Pass, Pittsburgh, PA",N/A,M.S. in Public Policy and Management
384,Sati,Panwar,Female,7/21/1990,2011,India,India,Indian,Bachelor,Awards,2011,Completed,2013,Science,2170,96,N/A,327,Undergraduate,3.6,Full-time,multi-modal,"30 Homewood Plaza, Pittsburgh, PA","30 Homewood Plaza, Pittsburgh, PA",N/A,B.S. in Computational Biology
385,Savita,Porwal,Female,7/4/1991,2010,India,India,Indian,Master,Industrial Experiences,2010,Completed,2012,Business,N/A,96,740,N/A,Postgraduate,3.8,Full-time,internal,"4251 Becker Parkway, Pittsburgh, PA","4251 Becker Parkway, Pittsburgh, PA",N/A,M. of Statistical Practices
386,Dharmpal ,Shivdasani,Male,11/9/1993,2009,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Science,N/A,117,N/A,334,Postgraduate,4,Full-time,internal,"88545 Grasskamp Lane, Pittsburgh, PA","88545 Grasskamp Lane, Pittsburgh, PA",N/A,M.S. in Language Technologies
387,Anuradha,Nehra,Female,7/13/1989,2011,India,India,Indian,Bachelor,Others,2011,Completed,2015,Science,N/A,101,N/A,329,Postgraduate,3.3,Full-time,internal,"1300 Messerschmidt Junction, Pittsburgh, PA","1300 Messerschmidt Junction, Pittsburgh, PA",N/A,M.S. in Computer Science
388,Pratibha,Saini,Female,5/9/1990,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2012,Engineering,2150,97,N/A,337,Undergraduate,3.8,Full-time,multi-modal,"0 5th Trail, Pittsburgh, PA","0 5th Trail, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
389,Dhuthi,Patankar,Female,4/10/1994,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2012,Science,N/A,108,N/A,332,Postgraduate,3.3,Full-time,internal,"90807 Hollow Ridge Drive, Pittsburgh, PA","90807 Hollow Ridge Drive, Pittsburgh, PA",N/A,M.S. in Computational Finance
390,Jagadeep,Dadlani,Male,10/1/1991,2010,India,India,Indian,Bachelor,Skills,2010,Completed,2014,Science,N/A,99,N/A,340,Postgraduate,3.1,Full-time,internal,"749 Buhler Park, Pittsburgh, PA","749 Buhler Park, Pittsburgh, PA",N/A,Combinatorics and Optimization
391,Vindhya,Kale,Female,9/9/1994,2011,India,India,Indian,Master,Skills,2011,Completed,2015,Science,N/A,108,N/A,337,Postgraduate,3.5,Full-time,internal,"27 Washington Place, Pittsburgh, PA","27 Washington Place, Pittsburgh, PA",Disability,M.S. in Music and Technology
392,Gajra,Vijayrania,Female,9/11/1991,2010,India,India,Indian,Bachelor,Industrial Experiences,2010,Completed,2014,Engineering,2160,115,N/A,326,Undergraduate,3.1,Full-time,internal,"988 Bluestem Terrace, Pittsburgh, PA","988 Bluestem Terrace, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
393,Sikta,Gowarikar,Female,10/14/1986,2011,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2015,Science,N/A,104,N/A,329,Postgraduate,3.5,Full-time,internal,"89394 Porter Alley, Pittsburgh, PA","89394 Porter Alley, Pittsburgh, PA",N/A,M. of Software Engineering
394,Samantha,Nalamolu,Male,9/1/1985,2008,India,India,Indian,Bachelor,Awards,2011,Completed,2013,Science,2190,111,N/A,328,Undergraduate,3.1,Full-time,multi-modal,"201 Scott Center, Pittsburgh, PA","201 Scott Center, Pittsburgh, PA",N/A,B.S. in Computational Biology
395,Hemant,Bhat,Male,7/16/1994,2010,India,India,Indian,Bachelor,Academic excellence,2010,Completed,2014,Engineering,2230,100,N/A,331,Undergraduate,3.2,Full-time,internal,"7 Loomis Pass, Pittsburgh, PA","7 Loomis Pass, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
396,Shalini,Thakran,Female,1/23/1987,2011,India,India,Indian,Master,Industrial Experiences,2011,Completed,2015,Engineering,N/A,94,N/A,337,Postgraduate,3.6,Full-time,internal,"9102 Golf Course Alley, Pittsburgh, PA","9102 Golf Course Alley, Pittsburgh, PA",N/A,M.S. in Environmental Engineering
